               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  21,             0.03741,            0.037159,           0.0011066,             0.92139,             0.86298,             0.91764,             0.54432,            0.032963,            0.030525,           0.0010202,             0.00802,             0.00802,             0.00802
                  22,            0.037775,            0.038007,           0.0010805,             0.90963,             0.87004,             0.91332,             0.54449,            0.032978,            0.030678,           0.0010982,            0.007921,            0.007921,            0.007921
                  23,            0.037131,            0.038035,          0.00094966,             0.91389,             0.87405,             0.91758,             0.54759,            0.032704,            0.030463,           0.0010326,            0.007822,            0.007822,            0.007822
                  24,            0.037302,            0.037754,          0.00096015,              0.9136,             0.86685,             0.91485,             0.54636,            0.032802,            0.030613,           0.0010638,            0.007723,            0.007723,            0.007723
                  25,            0.037174,            0.037346,           0.0010574,             0.92421,             0.85921,             0.91628,             0.54513,            0.032697,            0.030337,           0.0010495,            0.007624,            0.007624,            0.007624
                  26,            0.037042,            0.038151,          0.00092563,             0.92195,             0.86828,             0.91687,             0.54759,            0.032688,            0.030463,           0.0010913,            0.007525,            0.007525,            0.007525
                  27,            0.036812,            0.037696,          0.00090724,             0.91795,             0.86626,             0.91847,              0.5511,            0.032609,             0.03048,          0.00096467,            0.007426,            0.007426,            0.007426
                  28,            0.036898,            0.037896,          0.00088466,              0.9367,             0.85735,             0.91914,             0.54914,             0.03251,            0.030207,          0.00094323,            0.007327,            0.007327,            0.007327
                  29,            0.036832,            0.037525,          0.00079956,             0.92445,             0.86591,             0.92047,             0.55027,            0.032615,            0.030339,          0.00097468,            0.007228,            0.007228,            0.007228
                  30,            0.036505,            0.036888,          0.00081366,             0.93293,             0.86081,             0.91834,             0.55119,            0.032417,            0.030322,           0.0010959,            0.007129,            0.007129,            0.007129
                  31,            0.036377,            0.037212,          0.00088528,             0.93177,             0.85968,             0.91958,             0.55375,            0.032254,            0.030197,          0.00099341,             0.00703,             0.00703,             0.00703
                  32,            0.036135,            0.036558,           0.0008398,             0.92126,             0.86794,             0.91948,             0.55561,            0.032148,            0.030337,          0.00085101,            0.006931,            0.006931,            0.006931
                  33,            0.036061,            0.037048,          0.00082455,             0.92139,             0.87367,             0.91914,             0.55089,            0.032297,            0.030456,           0.0010289,            0.006832,            0.006832,            0.006832
                  34,            0.035908,            0.036921,          0.00077288,             0.91631,               0.877,              0.9205,             0.55625,            0.032176,            0.030369,           0.0010069,            0.006733,            0.006733,            0.006733
                  35,            0.035871,            0.036496,          0.00088202,             0.92055,             0.87732,             0.92096,             0.55338,            0.032183,              0.0303,          0.00093219,            0.006634,            0.006634,            0.006634
                  36,            0.035934,             0.03685,          0.00080834,             0.92718,             0.86889,             0.92098,             0.55632,            0.032085,            0.030108,          0.00092769,            0.006535,            0.006535,            0.006535
                  37,            0.036039,            0.036733,          0.00080408,             0.92921,             0.87281,             0.92128,             0.55526,            0.032238,            0.030301,          0.00083621,            0.006436,            0.006436,            0.006436
                  38,            0.035721,            0.037116,          0.00079501,             0.93062,             0.87089,              0.9218,             0.55863,            0.032063,            0.030112,           0.0010296,            0.006337,            0.006337,            0.006337
                  39,            0.035484,            0.036611,          0.00070827,              0.9286,             0.87216,             0.92323,             0.55725,            0.032152,            0.030111,          0.00090572,            0.006238,            0.006238,            0.006238
                  40,            0.035836,            0.036465,          0.00075156,             0.92399,             0.87317,             0.92317,             0.56039,            0.031934,            0.030105,          0.00092307,            0.006139,            0.006139,            0.006139
                  41,            0.035601,            0.036251,          0.00078593,             0.92955,               0.871,             0.92148,             0.56003,              0.0319,            0.030074,           0.0009575,             0.00604,             0.00604,             0.00604
                  42,            0.035282,            0.036464,          0.00071652,             0.92057,             0.87537,             0.92185,              0.5611,            0.031853,            0.030055,          0.00092715,            0.005941,            0.005941,            0.005941
                  43,            0.035293,            0.036136,          0.00074445,              0.9284,             0.86709,             0.92122,             0.55707,            0.032129,            0.030152,           0.0010094,            0.005842,            0.005842,            0.005842
                  44,             0.03551,            0.036074,          0.00067711,             0.93286,             0.87203,             0.92403,              0.5627,            0.031829,            0.030112,          0.00088428,            0.005743,            0.005743,            0.005743
                  45,            0.035297,            0.036121,           0.0007025,             0.92663,             0.87312,             0.92312,             0.56016,            0.031891,            0.030209,          0.00097998,            0.005644,            0.005644,            0.005644
                  46,            0.035318,            0.036122,          0.00076524,             0.91848,             0.87789,             0.92305,             0.55915,            0.031939,             0.03025,          0.00093237,            0.005545,            0.005545,            0.005545
                  47,            0.035298,            0.036298,          0.00071683,             0.92914,             0.87199,             0.92493,             0.56342,            0.031895,            0.030091,           0.0008604,            0.005446,            0.005446,            0.005446
                  48,            0.035051,            0.035835,          0.00068195,             0.93499,             0.86665,             0.92372,             0.56381,            0.031766,             0.03009,          0.00095727,            0.005347,            0.005347,            0.005347
                  49,            0.034872,            0.035466,           0.0006348,             0.92834,             0.87307,             0.92271,             0.56193,            0.031905,            0.030246,          0.00097102,            0.005248,            0.005248,            0.005248
                  50,            0.034926,            0.036117,          0.00065938,             0.93129,             0.87274,             0.92436,             0.56295,            0.031688,            0.030127,           0.0010219,            0.005149,            0.005149,            0.005149
                  51,            0.034584,            0.035265,          0.00068982,             0.92593,              0.8783,             0.92539,             0.56338,            0.031752,             0.03025,           0.0010276,             0.00505,             0.00505,             0.00505
                  52,            0.034852,            0.036367,          0.00063188,             0.93313,              0.8718,             0.92365,             0.56314,            0.031754,            0.030148,           0.0010972,            0.004951,            0.004951,            0.004951
                  53,              0.0347,            0.035598,          0.00068805,             0.92898,             0.87627,             0.92594,             0.56505,            0.031672,            0.030035,          0.00095454,            0.004852,            0.004852,            0.004852
                  54,            0.034452,            0.035676,            0.000664,             0.92946,             0.87669,             0.92666,             0.56596,            0.031717,            0.030046,           0.0009283,            0.004753,            0.004753,            0.004753
                  55,            0.034518,            0.035747,           0.0006602,             0.92443,             0.88009,             0.92654,             0.56578,            0.031567,            0.029976,          0.00091197,            0.004654,            0.004654,            0.004654
                  56,            0.034569,            0.035692,          0.00066437,             0.92785,             0.87689,             0.92591,             0.56539,            0.031614,             0.02997,           0.0009536,            0.004555,            0.004555,            0.004555
                  57,            0.034204,             0.03494,          0.00054859,             0.92692,             0.87856,             0.92648,             0.56542,            0.031572,            0.029995,           0.0010969,            0.004456,            0.004456,            0.004456
                  58,            0.034683,            0.035852,          0.00055586,              0.9241,             0.87948,             0.92691,             0.56735,            0.031516,            0.029952,           0.0010315,            0.004357,            0.004357,            0.004357
                  59,            0.034533,            0.035513,          0.00061993,             0.92825,             0.87808,             0.92642,              0.5667,            0.031513,            0.030051,           0.0010268,            0.004258,            0.004258,            0.004258
                  60,            0.034069,            0.035264,          0.00063777,             0.93383,             0.87459,             0.92736,             0.56856,            0.031474,            0.029952,           0.0010856,            0.004159,            0.004159,            0.004159
                  61,            0.033977,            0.034784,          0.00058208,             0.93648,             0.87047,             0.92704,             0.56754,            0.031537,            0.029987,          0.00095327,             0.00406,             0.00406,             0.00406
                  62,            0.034158,            0.035153,          0.00057172,             0.93494,             0.87063,             0.92588,             0.56921,            0.031462,            0.030034,          0.00098949,            0.003961,            0.003961,            0.003961
                  63,            0.034195,            0.035297,          0.00053407,             0.93185,             0.87492,             0.92735,             0.56867,            0.031448,            0.030077,          0.00097947,            0.003862,            0.003862,            0.003862
                  64,            0.033891,            0.034904,          0.00064369,             0.92846,             0.87731,             0.92607,             0.56676,            0.031523,            0.030044,          0.00099463,            0.003763,            0.003763,            0.003763
                  65,            0.034079,            0.035019,          0.00054117,             0.92567,             0.87911,             0.92693,             0.56784,            0.031523,            0.030104,          0.00098164,            0.003664,            0.003664,            0.003664
                  66,            0.033845,            0.035116,          0.00053861,             0.93113,             0.87415,             0.92631,             0.56859,            0.031486,            0.030074,          0.00098125,            0.003565,            0.003565,            0.003565
                  67,             0.03404,            0.034951,          0.00057291,             0.92799,              0.8781,             0.92779,             0.56888,            0.031461,            0.030358,           0.0011028,            0.003466,            0.003466,            0.003466
                  68,            0.033846,             0.03512,          0.00055407,              0.9302,             0.87691,             0.92713,             0.56978,            0.031386,            0.029939,           0.0010415,            0.003367,            0.003367,            0.003367
                  69,              0.0337,            0.034342,          0.00052645,             0.92446,             0.88285,               0.929,             0.57021,            0.031361,            0.029924,          0.00089489,            0.003268,            0.003268,            0.003268
                  70,              0.0336,            0.034374,          0.00052169,             0.92867,             0.87918,             0.92829,             0.57003,            0.031429,            0.030068,          0.00093915,            0.003169,            0.003169,            0.003169
                  71,            0.033562,            0.034067,          0.00047572,             0.92352,             0.88531,             0.92803,             0.57071,            0.031415,            0.030086,          0.00091435,             0.00307,             0.00307,             0.00307
                  72,            0.033557,            0.034985,          0.00055813,             0.92365,             0.88382,             0.92841,             0.57048,            0.031366,            0.030151,          0.00088987,            0.002971,            0.002971,            0.002971
                  73,            0.033322,            0.034405,          0.00056266,             0.92821,             0.88098,             0.92725,             0.56839,            0.031469,            0.030262,          0.00088393,            0.002872,            0.002872,            0.002872
                  74,            0.033436,            0.034263,          0.00046173,             0.92479,             0.88332,             0.92736,             0.57001,            0.031457,              0.0303,          0.00095984,            0.002773,            0.002773,            0.002773
                  75,            0.033356,            0.034349,          0.00052124,             0.93401,             0.87389,              0.9267,              0.5696,            0.031405,            0.030253,          0.00096199,            0.002674,            0.002674,            0.002674
                  76,            0.033424,            0.034159,          0.00046225,             0.93307,             0.87872,             0.92789,             0.57047,            0.031376,            0.030172,          0.00091256,            0.002575,            0.002575,            0.002575
                  77,            0.033161,            0.034151,          0.00043664,             0.92558,             0.88372,             0.92802,             0.57196,            0.031352,            0.030178,          0.00098472,            0.002476,            0.002476,            0.002476
                  78,            0.033295,             0.03384,          0.00047673,             0.93415,             0.87928,             0.93002,             0.57197,             0.03132,            0.030137,          0.00096994,            0.002377,            0.002377,            0.002377
                  79,            0.032933,            0.033753,          0.00046205,             0.92959,             0.87918,              0.9284,             0.57195,             0.03137,            0.030149,          0.00093701,            0.002278,            0.002278,            0.002278
                  80,             0.03322,            0.034287,          0.00047801,             0.92568,               0.884,             0.92897,             0.57185,            0.031338,            0.030322,          0.00094723,            0.002179,            0.002179,            0.002179
                  81,            0.032848,            0.033874,          0.00041016,             0.92434,             0.88739,             0.92903,             0.57183,            0.031378,            0.030275,           0.0009154,             0.00208,             0.00208,             0.00208
                  82,            0.032966,            0.033907,          0.00041772,             0.92464,              0.8869,             0.92839,             0.57143,            0.031364,            0.030311,          0.00099775,            0.001981,            0.001981,            0.001981
                  83,            0.032967,            0.033914,          0.00042566,             0.92559,             0.88641,              0.9278,             0.57115,            0.031372,            0.030334,          0.00095138,            0.001882,            0.001882,            0.001882
                  84,            0.032863,            0.034257,          0.00042571,             0.92833,             0.88548,              0.9292,             0.57154,            0.031314,            0.030285,          0.00094748,            0.001783,            0.001783,            0.001783
                  85,            0.032723,             0.03388,          0.00043157,             0.93368,             0.87914,             0.92897,             0.57226,            0.031333,            0.030344,           0.0009481,            0.001684,            0.001684,            0.001684
                  86,             0.03242,            0.033369,          0.00037876,              0.9356,             0.87555,             0.92792,              0.5721,            0.031328,            0.030419,          0.00091701,            0.001585,            0.001585,            0.001585
                  87,            0.032523,            0.033381,          0.00038666,              0.9298,             0.88274,             0.92795,              0.5723,            0.031373,            0.030432,          0.00093668,            0.001486,            0.001486,            0.001486
                  88,            0.032634,            0.034227,          0.00040985,             0.92722,             0.88649,             0.92923,             0.57264,            0.031365,            0.030401,          0.00096343,            0.001387,            0.001387,            0.001387
                  89,            0.032383,            0.033597,          0.00040038,             0.92972,             0.88331,             0.92858,             0.57295,            0.031345,            0.030404,          0.00096296,            0.001288,            0.001288,            0.001288
                  90,            0.032367,            0.033396,           0.0003906,             0.93283,             0.88235,             0.92942,             0.57307,            0.031369,            0.030415,          0.00099152,            0.001189,            0.001189,            0.001189
                  91,            0.032343,            0.033794,          0.00037983,             0.93792,             0.87527,             0.92859,             0.57281,            0.031326,            0.030442,          0.00099238,             0.00109,             0.00109,             0.00109
                  92,            0.032554,            0.033668,          0.00040642,             0.92881,             0.88429,             0.92793,             0.57299,            0.031376,            0.030529,          0.00095341,            0.000991,            0.000991,            0.000991
                  93,            0.032028,            0.033091,          0.00041507,              0.9283,             0.88575,             0.92889,             0.57316,            0.031389,            0.030556,          0.00093079,            0.000892,            0.000892,            0.000892
                  94,            0.032313,             0.03341,          0.00037266,             0.92984,             0.88572,             0.92897,             0.57329,            0.031356,            0.030518,          0.00093947,            0.000793,            0.000793,            0.000793
                  95,            0.032205,            0.033415,          0.00037361,             0.93122,             0.88372,             0.92891,             0.57306,            0.031366,            0.030572,          0.00096993,            0.000694,            0.000694,            0.000694
                  96,            0.032248,            0.033352,          0.00037508,             0.93165,              0.8834,             0.92869,             0.57327,            0.031373,             0.03055,          0.00097386,            0.000595,            0.000595,            0.000595
                  97,            0.032152,            0.033698,          0.00038287,             0.93291,              0.8813,             0.92874,             0.57276,            0.031372,            0.030589,          0.00098092,            0.000496,            0.000496,            0.000496
                  98,             0.03182,            0.032698,          0.00036955,               0.939,             0.87571,             0.92887,             0.57334,            0.031385,             0.03061,          0.00098329,            0.000397,            0.000397,            0.000397
                  99,            0.031656,            0.032531,          0.00036628,             0.92922,             0.88486,             0.92893,             0.57341,             0.03139,              0.0306,          0.00097619,            0.000298,            0.000298,            0.000298
